model,config,fitted_on,threshold,tp,fn,fp,tn,sensitivity,specificity,miss_rate,false_referral_rate,ppv,npv,referral_rate,referrals_per_100,balanced_accuracy
vit,ensemble5,internal_val,0.8290000000000001,805,6,0,298,0.9926017262638718,1.0,0.007398273736128237,0.0,1.0,0.9802631578947368,0.7258791704238052,72.58791704238052,0.9963008631319359
vit,ensemble5,internal_val,0.8300000000000001,805,6,0,298,0.9926017262638718,1.0,0.007398273736128237,0.0,1.0,0.9802631578947368,0.7258791704238052,72.58791704238052,0.9963008631319359
vit,ensemble5,internal_val,0.8310000000000001,805,6,0,298,0.9926017262638718,1.0,0.007398273736128237,0.0,1.0,0.9802631578947368,0.7258791704238052,72.58791704238052,0.9963008631319359
vit,ensemble5,internal_val,0.8320000000000001,805,6,0,298,0.9926017262638718,1.0,0.007398273736128237,0.0,1.0,0.9802631578947368,0.7258791704238052,72.58791704238052,0.9963008631319359
vit,ensemble5,internal_val,0.833,805,6,0,298,0.9926017262638718,1.0,0.007398273736128237,0.0,1.0,0.9802631578947368,0.7258791704238052,72.58791704238052,0.9963008631319359
vit,ensemble5,internal_val,0.834,805,6,0,298,0.9926017262638718,1.0,0.007398273736128237,0.0,1.0,0.9802631578947368,0.7258791704238052,72.58791704238052,0.9963008631319359
vit,ensemble5,internal_val,0.835,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.836,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.837,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.838,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.839,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.84,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.841,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.842,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.843,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.844,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.845,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.846,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.847,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.848,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
vit,ensemble5,internal_val,0.849,804,7,0,298,0.9913686806411838,1.0,0.008631319358816275,0.0,1.0,0.9770491803278688,0.7249774571686204,72.49774571686204,0.9956843403205919
