epoch,train_loss,train_acc,val_loss,val_acc
1,0.6732297016728309,0.8344758064516129,0.5495579002729077,0.9098286744815148
2,0.4966165596438992,0.9286290322580645,0.4963901709929794,0.9242560865644724
3,0.44978528849540217,0.9550403225806452,0.42241124388223517,0.9621280432822362
4,0.4175730426465311,0.9699596774193548,0.45360860142544435,0.9495040577096483
5,0.3997708309081293,0.9788306451612904,0.428326189007385,0.9657348963029756
6,0.3926193095022632,0.9820564516129032,0.5431773168638657,0.9170423805229937
7,0.3912241535802041,0.9842741935483871,0.41135428847226074,0.9702434625788999
8,0.38517421772403104,0.9852822580645161,0.4157210529334272,0.9621280432822362
9,0.37705204871393017,0.989516129032258,0.4386089198539878,0.9612263300270514
10,0.3790801665475292,0.9879032258064516,0.4383727390288877,0.9567177637511272
11,0.37368357527640556,0.9915322580645162,0.4503730118973391,0.9567177637511272
12,0.3735475828570704,0.9909274193548387,0.42274479975132817,0.9639314697926059
