epoch,train_loss,train_acc,val_loss,val_acc
1,0.6756568228044818,0.842741935483871,0.5252443747116274,0.9125338142470695
2,0.4820081985765888,0.9425403225806451,0.4606735146024186,0.9531109107303878
3,0.4290725602257636,0.9679435483870967,0.45160545227331983,0.951307484220018
4,0.41664438939863635,0.9741935483870968,0.4318643373019852,0.9585211902614968
5,0.3950848235237983,0.9846774193548387,0.4324478295818979,0.9621280432822362
6,0.38537172002177084,0.9877016129032258,0.41832919610954816,0.9684400360685302
7,0.38551396131515503,0.9877016129032258,0.40239442754587257,0.9783588818755635
8,0.3745274709117028,0.9923387096774193,0.41058781224397845,0.9711451758340848
9,0.37654425636414557,0.9903225806451613,0.4146542313993246,0.9729486023444545
10,0.37642410647484564,0.9903225806451613,0.42296629034258204,0.9630297565374211
11,0.3696389115625812,0.994758064516129,0.4103466766282607,0.9747520288548241
12,0.3703038571342345,0.9929435483870968,0.41867677852632335,0.9693417493237151
