epoch,train_loss,train_acc,val_loss,val_acc
1,0.6617006563371227,0.8409274193548387,0.5417086889713707,0.9026149684400361
2,0.5042352422591179,0.930241935483871,0.4526895980936004,0.9467989179440938
3,0.45545953877510564,0.9530241935483871,0.4441760497333984,0.9567177637511272
4,0.4235389917127548,0.9667338709677419,0.44088351081576405,0.957619477006312
5,0.4056805101133162,0.9770161290322581,0.42593996085703534,0.9657348963029756
6,0.40889548505506207,0.976008064516129,0.42746492158839894,0.9594229035166817
7,0.38787457500734634,0.9846774193548387,0.428723324946824,0.9603246167718665
8,0.3851994066469131,0.9860887096774194,0.41295690736435253,0.9693417493237151
9,0.37980901406657314,0.9887096774193549,0.42739014283185395,0.9621280432822362
10,0.3851837019766531,0.9856854838709678,0.4100179640530895,0.9693417493237151
11,0.37620892678537676,0.9897177419354839,0.4052307956706736,0.9729486023444545
12,0.37718045634608116,0.9901209677419355,0.6169734125313617,0.8917944093778178
13,0.3764105950632403,0.9901209677419355,0.40375917714603105,0.9783588818755635
14,0.366116883677821,0.9949596774193549,0.4161432836107352,0.9720468890892696
15,0.3695484345959079,0.9919354838709677,0.4176432227260686,0.9729486023444545
16,0.3664780422564476,0.9939516129032258,0.4604536717383038,0.9549143372407575
17,0.3697415017312573,0.9919354838709677,0.45698074613529027,0.957619477006312
18,0.3642976255186142,0.9945564516129032,0.4131408974702988,0.9747520288548241
