epoch,train_loss,train_acc,val_loss,val_acc
1,0.6759944392788795,0.839516129032258,0.5188872422905415,0.9215509467989179
2,0.47435786570272137,0.9451612903225807,0.47096640118830263,0.9449954914337241
3,0.4358097151402504,0.964516129032258,0.4882170466069599,0.9278629395852119
4,0.411749130487442,0.9774193548387097,0.4379048701123787,0.9594229035166817
5,0.3912452668912949,0.9846774193548387,0.42691463664698104,0.9693417493237151
6,0.3873853354684768,0.9872983870967742,0.42417884378201043,0.9693417493237151
7,0.38435748719399976,0.9875,0.4227292369194564,0.9693417493237151
8,0.3806041323369549,0.9879032258064516,0.44583040666644697,0.9558160504959423
9,0.37335401715770844,0.9931451612903226,0.42643607538814904,0.9675383228133454
10,0.37333520766227474,0.9919354838709677,0.43064455520042544,0.9702434625788999
11,0.36784910617336153,0.9943548387096774,0.4479736909068738,0.9594229035166817
12,0.37021631425426854,0.9939516129032258,0.4296189276778666,0.9666366095581606
