epoch,train_loss,train_acc,val_loss,val_acc
1,0.6771445806949369,0.8358870967741936,0.5322303946648126,0.9143372407574392
2,0.4793822034712761,0.9451612903225807,0.46605221525412405,0.9467989179440938
3,0.43277998066717577,0.9689516129032258,0.5216374923454092,0.9170423805229937
4,0.41744821763807727,0.973991935483871,0.45183340652876874,0.9531109107303878
5,0.39445825738291584,0.9832661290322581,0.44250763682656935,0.957619477006312
6,0.38545648590210946,0.9881048387096775,0.4545769214468888,0.9504057709648331
7,0.38323215976838143,0.9891129032258065,0.4112100708420154,0.9765554553651938
8,0.37712742782408193,0.9909274193548387,0.4344500283382302,0.957619477006312
9,0.3717898216939742,0.9929435483870968,0.4080913931373221,0.9747520288548241
10,0.3721471109697896,0.9923387096774193,0.43011951435783946,0.957619477006312
11,0.3702711295696997,0.9933467741935483,0.42898184515206633,0.9693417493237151
12,0.36590944355533966,0.9953629032258065,0.42101065264939186,0.9693417493237151
13,0.3643993483435723,0.995766129032258,0.42004489355844027,0.9702434625788999
14,0.36696601144729124,0.9941532258064516,0.4192181223141814,0.9693417493237151
